116;VE2UAV9Y44;04/11/2024 14:23:39 CET;04/11/2024 14:27:52 CET;253;3;dm7;no;no;;;;;;;;;;;1;4;16;3;1;56;5;1;2;8;8;;;;2;0;0;0;1;1;0;0;0;0;0;0;0;0;4;3;3;3;3;2;Caramelle;1;1;0;0;0;0;0;0;0;0;0;0;Cioccolatini;Praline;;;;;;;;;Nessuna;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;2;3;1;1;2;2;3;3;3;3;3;1;2;2;3;3;2;3;;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;2;3;3;3;4;2;2;2;2;2;2;3;2;2;1;2;4;2;3;4;4;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;5;5;5;5;5;5;;5;5;5;5;;5;;;;;5;;;;;5;5;5;5;5;5;;5;5;5;5;;5;;;;;1;7;18;3;4;1;1;8
39;M0N6CLTSCR;04/11/2024 11:20:33 CET;04/11/2024 11:27:42 CET;429;3;dm7;no;no;;;;;;;;;;;1;4;15;4;1;60;5;1;3;7;7;6;;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;5;5;5;5;4;caramelle;1;1;0;0;0;0;0;0;0;0;0;0;biscotti;tortine;;;;;;;;;kinder ferrero;1;0;0;0;0;0;0;0;0;0;0;0;balocco;;;;;;;;;;1;1;1;2;1;2;1;3;3;3;3;1;3;1;3;3;3;3;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;3;3;2;2;1;1;2;2;2;1;2;1;2;3;1;3;1;1;4;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;7;;;;3;6;2;2;7;6;7;2;6;4;6;;2;;3;1;;;8;;;;5;5;2;1;7;6;6;1;5;2;4;;1;;2;1;;;8;7;12;4;2;3;1;8
155;Z7TN3EM6OS;04/11/2024 14:43:15 CET;04/11/2024 14:46:33 CET;198;3;dm7;no;si;;;;;;;;;;;1;4;1;4;1;45;4;1;1;3;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;3;2;2;3;2;Zucche;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;Kinder;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;2;1;1;1;1;2;1;1;2;2;2;2;1;1;2;1;2;1;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;Kinder;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;5;5;5;5;5;5;1;3;5;5;5;5;5;5;5;5;5;5;5;5;;4;5;5;4;4;4;4;4;5;5;4;5;5;5;4;1;5;5;5;5;5;;8;2;6;3;3;1;1;9
50;3NSOXPRAOU;04/11/2024 11:54:38 CET;04/11/2024 12:00:12 CET;334;3;dm7;no;no;;;;;;;;;;;1;4;9;1;2;55;5;1;2;8;6;;;;2;0;0;0;0;0;0;0;0;0;0;0;0;1;12;5;5;5;5;4;Biscottin;1;0;0;0;0;0;0;0;0;0;0;0;Biscotti ;;;;;;;;;;Nessuna in particolare ;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;3;3;3;3;1;2;3;3;3;1;1;3;3;3;3;1;2;3;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;3;1;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;;Nessuna ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;;;;1;;;;;5;;;;;;;;;;;;;;;;;1;;;;;3;;;;;;;;;;;;;;4;9;0;2;5;1;1;9
149;7QRLXNEVNQ;04/11/2024 14:40:14 CET;04/11/2024 14:45:48 CET;334;3;dm7;no;no;;;;;;;;;;;1;4;12;1;1;58;5;1;1;5;;;;;2;0;1;0;1;1;1;0;0;0;0;0;0;0;1;3;2;2;2;2;Le caramelle;1;0;0;0;0;0;0;0;0;0;0;0;Il carbone dolce;;;;;;;;;;Non saprei;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;2;2;2;2;2;3;2;3;3;2;2;1;3;2;3;3;1;1;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;9;1;3;3;2;2;3;1;2;2;1;2;1;2;1;2;2;2;3;3;2;4;;;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;2;;;4;4;;4;4;4;4;4;2;4;1;4;1;3;;;2;;;1;;;4;3;;2;4;4;4;3;2;4;2;4;1;3;;;2;;;16;12;14;3;4;1;1;4
152;CMVXN2F8PA;04/11/2024 14:41:23 CET;04/11/2024 14:45:33 CET;250;3;dm6;no;no;;;;;;;;;;;1;4;9;1;2;59;5;1;2;6;7;;;;2;0;0;0;0;0;0;0;0;0;0;0;0;1;12;5;5;5;5;4;Nulla;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;Non so;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;3;3;3;3;1;3;3;3;3;3;3;1;3;3;3;3;3;3;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;Non so;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;4;1;7;
91;UUQ46XQXLB;04/11/2024 14:17:13 CET;04/11/2024 14:23:23 CET;370;3;dm6;no;no;;;;;;;;;;;1;4;3;4;1;43;3;2;;;;;;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;6;1;1;1;1;1;Cioccolatini;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;Tutto dolcetto ho scherzetto;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;1;1;1;2;1;1;1;1;2;1;1;1;1;3;1;1;2;1;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;3;2;4;1;1;1;;Nessuna;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;;1;1;10;1;1;10;10;1;1;1;10;1;1;1;;1;;10;1;10;;;2;2;2;10;2;2;2;2;2;3;2;2;3;2;;2;;2;2;1;;15;4;2;4;4;2;6;
140;UYEP8NRKXH;04/11/2024 14:33:50 CET;04/11/2024 14:37:39 CET;229;3;dm7;no;no;;;;;;;;;;;1;4;16;3;1;40;3;1;1;5;;;;;1;0;0;0;1;1;0;0;0;0;0;0;0;0;4;5;5;4;4;3;caramelle e dolcetti;1;1;1;0;0;0;0;0;0;0;0;0;caramelle;dolcetti;nonso;;;;;;;;non so;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;2;2;1;1;2;3;3;3;3;2;3;1;2;2;3;3;3;3;;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;11;1;3;3;3;3;2;1;3;2;2;2;2;2;1;1;3;4;3;1;2;4;;;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;6;4;;;;;5;4;;5;6;7;5;5;2;3;;;;4;4;;;5;;;;;5;5;;5;5;5;5;5;5;5;;;;5;5;;;15;19;20;3;4;1;1;8
142;QUP5DCEA3Q;04/11/2024 14:35:26 CET;04/11/2024 14:53:38 CET;1092;3;dm7;no;si;;;;;;;;;;;1;4;10;3;1;34;2;1;2;2;2;;;;1;0;0;0;0;0;0;1;1;1;1;0;1;0;8;1;1;2;1;1;Kinder;1;0;0;0;0;0;0;0;0;0;0;0;Dolci preziosi ;;;;;;;;;;Walcor;0;0;0;0;0;0;0;0;0;0;1;10;;;;;;;;;;;1;2;3;3;1;3;3;3;1;1;2;2;1;2;1;2;3;3;;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;8;4;3;3;1;1;2;4;1;1;1;1;1;2;1;2;1;2;2;3;2;4;;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;;;;3;5;6;;4;3;5;2;3;5;3;2;3;4;5;;4;;;;;;4;3;3;;2;2;4;3;3;3;2;3;2;2;4;;2;;;11;4;8;4;4;1;2;2
18;TV8VZYF5LS;04/11/2024 10:50:31 CET;04/11/2024 10:57:20 CET;409;3;dm7;si;si;;;;;;;;;;;1;4;5;2;2;48;4;1;1;2;;;;;2;1;0;0;1;0;1;0;0;1;1;0;1;0;3;1;1;1;1;1;Caramelle;1;1;0;0;0;0;0;0;0;0;0;0;Cioccolato;Biscotti;;;;;;;;;HARIBO;1;1;0;0;0;0;0;0;0;0;0;0;Ferrero;Kinder;;;;;;;;;1;1;1;1;1;3;1;3;3;1;3;1;1;1;3;3;3;3;;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;3;1;1;2;3;1;2;3;1;1;2;1;1;1;1;3;1;1;2;;Non conosco;1;0;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;3;;1;1;3;;1;3;;1;1;4;1;1;2;1;;3;1;5;;1;3;;1;1;1;;2;1;;1;1;1;2;2;2;1;;3;1;3;;5;8;20;3;3;1;2;8
